,Sector,Brand,Product,Segment,Family,Class
1057,Home and Garden Supplies,Tractor Supply Company,Gardening Gloves and Workwear,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Equipment and Tools
1058,Home and Garden Supplies,Tractor Supply Company,Lawn and Garden Maintenance Products,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Equipment and Tools
1059,Home and Garden Supplies,Tractor Supply Company,Composters,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Waste Disposal
1060,Home and Garden Supplies,Menards,"Lumber (wood, plywood, etc.)",Building Products,Building Products,Lumber/Wood Panel/Gypsum
1061,Home and Garden Supplies,Menards,Gardening Soil and Mulch,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Soil/Soil Amendments
1062,Home and Garden Supplies,Menards,Potted Plants and Flowers,Horticulture Plants,Bulbs/Corms/Rhizomes/Tubers,Bulbs/Corms/Rhizomes/Tubers
1063,Home and Garden Supplies,Menards,Lawn Fertilizers and Soil Amendments,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Soil/Soil Amendments
1064,Home and Garden Supplies,Menards,Outdoor Furniture,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Furniture/Furnishings
1065,Home and Garden Supplies,Menards,Grills and Outdoor Cooking Equipment,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Cooking/Heating Appliances
1066,Home and Garden Supplies,Menards,"Garden Tools (shovels, rakes, etc.)",Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Equipment and Tools
1067,Home and Garden Supplies,Menards,Pest Control Products,Pest/Plant Control Products,Pest/Plant Control Products,Pest/Plant Control Products
1068,Home and Garden Supplies,Menards,"Landscaping Supplies (edging, stones, etc.)",Lawn/Garden Supplies,Lawn/Garden Supplies,Garden Pools/Ponds/Water Features and Ornaments
1069,Home and Garden Supplies,Menards,Decking and Fencing Materials,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Fencing
1070,Home and Garden Supplies,Menards,Irrigation and Watering Equipment,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Watering Equipment
1071,Home and Garden Supplies,Menards,Barbecues and Fire Pits,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Cooking/Heating Appliances
1072,Home and Garden Supplies,Menards,Planters and Raised Garden Beds,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Furniture/Furnishings
1073,Home and Garden Supplies,Menards,Seeds and Planting Bulbs,Lawn/Garden Supplies,Lawn/Garden Supplies,Garden Pools/Ponds/Water Features and Ornaments
1074,Home and Garden Supplies,Menards,Garden Lighting and Decor,Lawn/Garden Supplies,Lawn/Garden Supplies,Garden Pools/Ponds/Water Features and Ornaments
1075,Home and Garden Supplies,Menards,"Lawn Care Equipment (mowers, trimmers, etc.)",Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Equipment and Tools
1076,Home and Garden Supplies,Menards,Outdoor Storage Solutions,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Outdoor Structures
1077,Home and Garden Supplies,Menards,Sheds and Greenhouses,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Outdoor Structures
1078,Home and Garden Supplies,Menards,Outdoor Fabric and Cushions,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Furniture/Furnishings
1079,Home and Garden Supplies,Menards,Pathway and Patio Stones,Lawn/Garden Supplies,Lawn/Garden Supplies,Garden Pools/Ponds/Water Features and Ornaments
1080,Home and Garden Supplies,Walmart (Garden Center Division),Miracle-Gro Water Soluble All Purpose Plant Food,Pest/Plant Control Products,Pest/Plant Control Products,Plant Chemicals or Natural/Treatments
1081,Home and Garden Supplies,Walmart (Garden Center Division),Scotts Turf Builder Lawn Food,Pest/Plant Control Products,Pest/Plant Control Products,Plant Chemicals or Natural/Treatments
1082,Home and Garden Supplies,Walmart (Garden Center Division),Roundup Ready-to-Use Weed and Grass Killer,Pest/Plant Control Products,Pest/Plant Control Products,Pest/Plant Control Products
1083,Home and Garden Supplies,Walmart (Garden Center Division),Ortho Home Defense Insect Killer,Pest/Plant Control Products,Pest/Plant Control Products,Pest/Plant Control Products
1084,Home and Garden Supplies,Walmart (Garden Center Division),Greenworks 40V Cordless String Trimmer,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Equipment and Tools
1085,Home and Garden Supplies,Walmart (Garden Center Division),Rubbermaid Roughneck Storage Tote,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Equipment and Tools
1086,Home and Garden Supplies,Walmart (Garden Center Division),Fiskars 2-in-1 Weeder and Cultivator,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Equipment and Tools
1087,Home and Garden Supplies,Walmart (Garden Center Division),Black & Decker Electric Lawn Mower,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Equipment and Tools
1088,Home and Garden Supplies,Walmart (Garden Center Division),Vigoro Mulch (various types),Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Soil/Soil Amendments
1089,Home and Garden Supplies,Walmart (Garden Center Division),The Ames Companies Garden Hoe,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Watering Equipment
1090,Home and Garden Supplies,Walmart (Garden Center Division),Gardena Classic 1/2-Inch Soaker Hose,Lawn/Garden Supplies,Lawn/Garden Supplies,Garden Pools/Ponds/Water Features and Ornaments
1091,Home and Garden Supplies,Walmart (Garden Center Division),Topsy Turvy Tomato Plant Growing System,Lawn/Garden Supplies,Lawn/Garden Supplies,Garden Pools/Ponds/Water Features and Ornaments
1092,Home and Garden Supplies,Walmart (Garden Center Division),Earthgro Organic Garden Soil,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Soil/Soil Amendments
1093,Home and Garden Supplies,Walmart (Garden Center Division),Miracle-Gro Moisture Control Potting Mix,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Soil/Soil Amendments
1094,Home and Garden Supplies,Walmart (Garden Center Division),Everbloom Solar Powered Garden Lights,Lawn/Garden Supplies,Lawn/Garden Supplies,Garden Pools/Ponds/Water Features and Ornaments
1095,Home and Garden Supplies,Walmart (Garden Center Division),HydroFarms Seedling Heat Mat,Lawn/Garden Supplies,Lawn/Garden Supplies,Garden Pools/Ponds/Water Features and Ornaments
1096,Home and Garden Supplies,Walmart (Garden Center Division),Char-Broil Performance Series Gas Grill,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Cooking/Heating Appliances
1097,Home and Garden Supplies,Walmart (Garden Center Division),Pure Garden 50-lb Decorative Gravel,Lawn/Garden Supplies,Lawn/Garden Supplies,Garden Pools/Ponds/Water Features and Ornaments
1098,Home and Garden Supplies,Walmart (Garden Center Division),Keter Outdoor Storage Shed,Lawn/Garden Supplies,Lawn/Garden Supplies,Lawn/Garden Outdoor Structures
1099,Home and Garden Supplies,Walmart (Garden Center Division),Fiskars 30-Inch Planter Box,Lawn/Garden Supplies,Lawn/Garden Supplies,Garden Pools/Ponds/Water Features and Ornaments
1100,Footwear,Nike,Nike Air Force 1,Footwear,Footwear,Athletic Footwear
1101,Footwear,Nike,Nike Air Max 1,Footwear,Footwear,Athletic Footwear
1102,Footwear,Nike,Nike Air Max 90,Footwear,Footwear,Athletic Footwear
1103,Footwear,Nike,Nike Air Jordan 1,Footwear,Footwear,Athletic Footwear
1104,Footwear,Nike,Nike Air Jordan 4,Footwear,Footwear,Athletic Footwear
1105,Footwear,Nike,Nike Dunk Low,Footwear,Footwear,Athletic Footwear
1106,Footwear,Nike,Nike React Infinity Run,Footwear,Footwear,Athletic Footwear
1107,Footwear,Nike,Nike ZoomX Vaporfly NEXT%,Footwear,Footwear,Athletic Footwear
1108,Footwear,Nike,Nike Air Max 270,Footwear,Footwear,Athletic Footwear
1109,Footwear,Nike,Nike Air Max 720,Footwear,Footwear,Athletic Footwear
1110,Footwear,Nike,Nike Blazer Mid,Footwear,Footwear,Athletic Footwear
1111,Footwear,Nike,Nike Presto,Footwear,Footwear,Athletic Footwear
1112,Footwear,Nike,Nike Cortez,Footwear,Footwear,Athletic Footwear
1113,Footwear,Nike,Nike SB Dunk,Footwear,Footwear,Athletic Footwear
1114,Footwear,Nike,Nike Lebron 19,Footwear,Footwear,Athletic Footwear
1115,Footwear,Nike,Nike Pegasus 38,Footwear,Footwear,Athletic Footwear
1116,Footwear,Nike,Nike Free RN,Footwear,Footwear,Athletic Footwear
1117,Footwear,Nike,Nike Wildhorse 7,Footwear,Footwear,Athletic Footwear
1118,Footwear,Nike,Nike Huarache,Footwear,Footwear,Athletic Footwear
1119,Footwear,Nike,Nike Air Zoom Pegasus 37,Footwear,Footwear,Athletic Footwear
1120,Footwear,Adidas,Adidas Ultra Boost,Footwear,Footwear,Athletic Footwear
1121,Footwear,Adidas,Adidas Yeezy Boost 350,Footwear,Footwear,Athletic Footwear
1122,Footwear,Adidas,Adidas NMD R1,Footwear,Footwear,Athletic Footwear
1123,Footwear,Adidas,Adidas Samba,Footwear,Footwear,General Purpose Footwear
1124,Footwear,Adidas,Adidas Stan Smith,Footwear,Footwear,General Purpose Footwear
1125,Footwear,Adidas,Adidas Superstar,Footwear,Footwear,General Purpose Footwear
1126,Footwear,Adidas,Adidas Gazelle,Footwear,Footwear,General Purpose Footwear
1127,Footwear,Adidas,Adidas EQT Support 93/17,Footwear,Footwear,Athletic Footwear
1128,Footwear,Adidas,Adidas Terrex Free Hiker,Footwear,Footwear,Athletic Footwear
1129,Footwear,Adidas,Adidas Adizero Adios Pro,Footwear,Footwear,Athletic Footwear
1130,Footwear,Adidas,Adidas Ozweego,Footwear,Footwear,Athletic Footwear
1131,Footwear,Adidas,Adidas Predator Freak (football boots),Footwear,Footwear,Athletic Footwear
1132,Footwear,Adidas,Adidas Alphatorsion,Footwear,Footwear,Athletic Footwear
1133,Footwear,Adidas,Adidas Forum Mid,Footwear,Footwear,General Purpose Footwear
1134,Footwear,Adidas,Adidas Campus,Footwear,Footwear,General Purpose Footwear
1135,Footwear,Adidas,Adidas ZX 500,Footwear,Footwear,Athletic Footwear
1136,Footwear,Adidas,Adidas 4D Run 1.0,Footwear,Footwear,Athletic Footwear
1137,Footwear,Adidas,Adidas Pureboost,Footwear,Footwear,Athletic Footwear
1138,Footwear,Adidas,Adidas Samba Vegan,Footwear,Footwear,Athletic Footwear
1139,Footwear,Adidas,Adidas x Ivy Park Samba,Footwear,Footwear,Athletic Footwear
1140,Footwear,Air Jordan (part of Nike),Air Jordan 1 Retro High OG,Footwear,Footwear,Athletic Footwear
1141,Footwear,Air Jordan (part of Nike),Air Jordan 3 Retro,Footwear,Footwear,Athletic Footwear
1142,Footwear,Air Jordan (part of Nike),Air Jordan 4 Retro,Footwear,Footwear,Athletic Footwear
1143,Footwear,Air Jordan (part of Nike),Air Jordan 5 Retro,Footwear,Footwear,Athletic Footwear
1144,Footwear,Air Jordan (part of Nike),Air Jordan 6 Retro,Footwear,Footwear,Athletic Footwear
1145,Footwear,Air Jordan (part of Nike),Air Jordan 7 Retro,Footwear,Footwear,Athletic Footwear
1146,Footwear,Air Jordan (part of Nike),Air Jordan 8 Retro,Footwear,Footwear,Athletic Footwear
1147,Footwear,Air Jordan (part of Nike),Air Jordan 9 Retro,Footwear,Footwear,Athletic Footwear
1148,Footwear,Air Jordan (part of Nike),Air Jordan 10 Retro,Footwear,Footwear,Athletic Footwear
1149,Footwear,Air Jordan (part of Nike),Air Jordan 11 Retro,Footwear,Footwear,Athletic Footwear
1150,Footwear,Air Jordan (part of Nike),Air Jordan 12 Retro,Footwear,Footwear,Athletic Footwear
1151,Footwear,Air Jordan (part of Nike),Air Jordan 13 Retro,Footwear,Footwear,Athletic Footwear
1152,Footwear,Air Jordan (part of Nike),Air Jordan 14 Retro,Footwear,Footwear,Athletic Footwear
1153,Footwear,Air Jordan (part of Nike),Air Jordan 15 Retro,Footwear,Footwear,Athletic Footwear
1154,Footwear,Air Jordan (part of Nike),Air Jordan 16 Retro,Footwear,Footwear,Athletic Footwear
1155,Footwear,Air Jordan (part of Nike),Air Jordan 17 Retro,Footwear,Footwear,Athletic Footwear
1156,Footwear,Air Jordan (part of Nike),Air Jordan 18 Retro,Footwear,Footwear,Athletic Footwear
1157,Footwear,Air Jordan (part of Nike),Air Jordan 19 Retro,Footwear,Footwear,Athletic Footwear
1158,Footwear,Air Jordan (part of Nike),Air Jordan 20 Retro,Footwear,Footwear,Athletic Footwear
1159,Footwear,Air Jordan (part of Nike),Air Jordan 35,Footwear,Footwear,Athletic Footwear
1160,Footwear,Puma,Puma Suede Classic,Footwear,Footwear,General Purpose Footwear
1161,Footwear,Puma,Puma RS-X,Footwear,Footwear,Athletic Footwear
1162,Footwear,Puma,Puma Clyde,Footwear,Footwear,General Purpose Footwear
1163,Footwear,Puma,Puma Smash,Footwear,Footwear,General Purpose Footwear
1164,Footwear,Puma,Puma Future Rider,Footwear,Footwear,Athletic Footwear
1165,Footwear,Puma,Puma Puma x Ader Error,Footwear,Footwear,Athletic Footwear
1166,Footwear,Puma,Puma Speedcat,Footwear,Footwear,Athletic Footwear
1167,Footwear,Puma,Puma Disc Blaze,Footwear,Footwear,Athletic Footwear
1168,Footwear,Puma,Puma Ignite,Footwear,Footwear,Athletic Footwear
1169,Footwear,Puma,Puma Deviate Nitro,Footwear,Footwear,Athletic Footwear
1170,Footwear,Puma,Puma NRGY Neko,Footwear,Footwear,Athletic Footwear
1171,Footwear,Puma,Puma Cell Alien,Footwear,Footwear,Athletic Footwear
1172,Footwear,Puma,Puma Double Bubble,Footwear,Footwear,Athletic Footwear
1173,Footwear,Puma,Puma Jamming,Footwear,Footwear,Athletic Footwear
1174,Footwear,Puma,Puma Tsugi Jun,Footwear,Footwear,Athletic Footwear
1175,Footwear,Puma,Puma Basket Classic,Footwear,Footwear,Athletic Footwear
1176,Footwear,Puma,Puma Uproar,Footwear,Footwear,Athletic Footwear
1177,Footwear,Puma,Puma Axis,Footwear,Footwear,Athletic Footwear
1178,Footwear,Puma,Puma Ferrari Drift Cat,Footwear,Footwear,General Purpose Footwear
1179,Footwear,Puma,Puma Thunder Spectra,Footwear,Footwear,General Purpose Footwear
1180,Footwear,New Balance,New Balance 990v5,Footwear,Footwear,General Purpose Footwear
1181,Footwear,New Balance,New Balance 574,Footwear,Footwear,General Purpose Footwear
1182,Footwear,New Balance,New Balance 1080v11,Footwear,Footwear,Athletic Footwear
1183,Footwear,New Balance,New Balance 860v12,Footwear,Footwear,Athletic Footwear
1184,Footwear,New Balance,New Balance Fresh Foam Hierro v6,Footwear,Footwear,Athletic Footwear
1185,Footwear,New Balance,New Balance 990v6,Footwear,Footwear,General Purpose Footwear
1186,Footwear,New Balance,New Balance 860v13,Footwear,Footwear,Athletic Footwear
1187,Footwear,New Balance,New Balance 247,Footwear,Footwear,General Purpose Footwear
1188,Footwear,New Balance,New Balance Fresh Foam X 860v12,Footwear,Footwear,Athletic Footwear
1189,Footwear,New Balance,New Balance 550,Footwear,Footwear,General Purpose Footwear
1190,Footwear,New Balance,New Balance 574 Sport,Footwear,Footwear,General Purpose Footwear
1191,Footwear,New Balance,New Balance Fresh Foam Beacon v3,Footwear,Footwear,Athletic Footwear
1192,Footwear,New Balance,New Balance Minimus Trail 10v1,Footwear,Footwear,General Purpose Footwear
1193,Footwear,New Balance,New Balance Fresh Foam More v3,Footwear,Footwear,Athletic Footwear
1194,Footwear,New Balance,New Balance 880v11,Footwear,Footwear,General Purpose Footwear
1195,Footwear,New Balance,New Balance Fresh Foam X 1080v12,Footwear,Footwear,Athletic Footwear
1196,Footwear,New Balance,New Balance 450,Footwear,Footwear,General Purpose Footwear
1197,Footwear,New Balance,New Balance 813,Footwear,Footwear,General Purpose Footwear
1198,Footwear,New Balance,New Balance 373,Footwear,Footwear,General Purpose Footwear
1199,Footwear,New Balance,New Balance FuelCell Propel v3,Footwear,Footwear,General Purpose Footwear
1200,Footwear,Skechers,Skechers GOwalk Evolution,Footwear,Footwear,General Purpose Footwear
1201,Footwear,Skechers,Skechers D'Lites,Footwear,Footwear,General Purpose Footwear
1202,Footwear,Skechers,Skechers Skech-Air,Footwear,Footwear,General Purpose Footwear
1203,Footwear,Skechers,Skechers Arch Fit,Footwear,Footwear,General Purpose Footwear
1204,Footwear,Skechers,Skechers Go Run,Footwear,Footwear,General Purpose Footwear
1205,Footwear,Skechers,Skechers Max Cushioning,Footwear,Footwear,General Purpose Footwear
1206,Footwear,Skechers,Skechers Afterburn,Footwear,Footwear,General Purpose Footwear
1207,Footwear,Skechers,Skechers Flex Advantage,Footwear,Footwear,General Purpose Footwear
1208,Footwear,Skechers,Skechers Comfort Flex,Footwear,Footwear,General Purpose Footwear
1209,Footwear,Skechers,Skechers Hyper Burst,Footwear,Footwear,General Purpose Footwear
1210,Footwear,Skechers,Skechers on-the-Go,Footwear,Footwear,General Purpose Footwear
1211,Footwear,Skechers,Skechers Breathe Easy,Footwear,Footwear,General Purpose Footwear
1212,Footwear,Skechers,Skechers You,Footwear,Footwear,General Purpose Footwear
1213,Footwear,Skechers,Skechers Premium,Footwear,Footwear,General Purpose Footwear
1214,Footwear,Skechers,Skechers Summits,Footwear,Footwear,General Purpose Footwear
1215,Footwear,Skechers,Skechers Citywalk,Footwear,Footwear,General Purpose Footwear
1216,Footwear,Skechers,Skechers Warford,Footwear,Footwear,General Purpose Footwear
1217,Footwear,Skechers,Skechers Work: Sure Track,Footwear,Footwear,General Purpose Footwear
1218,Footwear,Skechers,Skechers GOrun Elevate,Footwear,Footwear,General Purpose Footwear
1219,Footwear,Skechers,Skechers EZ Flex,Footwear,Footwear,General Purpose Footwear
1220,Footwear,Reebok (owned by Adidas),Reebok Classic Leather,Footwear,Footwear,General Purpose Footwear
1221,Footwear,Reebok (owned by Adidas),Reebok Nano X1,Footwear,Footwear,Athletic Footwear
1222,Footwear,Reebok (owned by Adidas),Reebok Zig Kinetica,Footwear,Footwear,Athletic Footwear
1223,Footwear,Reebok (owned by Adidas),Reebok Club C 85,Footwear,Footwear,General Purpose Footwear
1224,Footwear,Reebok (owned by Adidas),Reebok Instapump Fury,Footwear,Footwear,General Purpose Footwear
1225,Footwear,Reebok (owned by Adidas),Reebok Question Mid,Footwear,Footwear,General Purpose Footwear
1226,Footwear,Reebok (owned by Adidas),Reebok Pump Omni Lite,Footwear,Footwear,General Purpose Footwear
1227,Footwear,Reebok (owned by Adidas),Reebok Royal Glide,Footwear,Footwear,General Purpose Footwear
1228,Footwear,Reebok (owned by Adidas),Reebok Freestyle Hi,Footwear,Footwear,General Purpose Footwear
1229,Footwear,Reebok (owned by Adidas),Reebok Floatride Energy,Footwear,Footwear,Athletic Footwear
1230,Footwear,Reebok (owned by Adidas),Reebok Nano XT,Footwear,Footwear,Athletic Footwear
1231,Footwear,Reebok (owned by Adidas),Reebok Workout Plus,Footwear,Footwear,Athletic Footwear
1232,Footwear,Reebok (owned by Adidas),Reebok Royal BB4500H,Footwear,Footwear,Athletic Footwear
1233,Footwear,Reebok (owned by Adidas),Reebok Aztrek,Footwear,Footwear,Athletic Footwear
1234,Footwear,Reebok (owned by Adidas),Reebok Classic Nylon,Footwear,Footwear,Athletic Footwear
1235,Footwear,Reebok (owned by Adidas),Reebok Speed TR,Footwear,Footwear,Athletic Footwear
1236,Footwear,Reebok (owned by Adidas),Reebok Escapour,Footwear,Footwear,Athletic Footwear
1237,Footwear,Reebok (owned by Adidas),Reebok 4D Fusion,Footwear,Footwear,Athletic Footwear
1238,Footwear,Reebok (owned by Adidas),Reebok Classic Vegan,Footwear,Footwear,Athletic Footwear
1239,Footwear,Reebok (owned by Adidas),Reebok Sole Fury,Footwear,Footwear,Athletic Footwear
1240,Footwear,Under Armour,Under Armour HOVR Phantom 3,Footwear,Footwear,Athletic Footwear
1241,Footwear,Under Armour,Under Armour HOVR Sonic 4,Footwear,Footwear,Athletic Footwear
1242,Footwear,Under Armour,Under Armour Charged Assert 8,Footwear,Footwear,Athletic Footwear
1243,Footwear,Under Armour,Under Armour React Infinity Run,Footwear,Footwear,Athletic Footwear
1244,Footwear,Under Armour,Under Armour HOVR Rise 3,Footwear,Footwear,Athletic Footwear
1245,Footwear,Under Armour,Under Armour Speedform Gemini 3,Footwear,Footwear,Athletic Footwear
1246,Footwear,Under Armour,Under Armour Curry Flow 8,Footwear,Footwear,Athletic Footwear
1247,Footwear,Under Armour,Under Armour Project Rock 3,Footwear,Footwear,Athletic Footwear
1248,Footwear,Under Armour,Under Armour UA Charged Bandit 6,Footwear,Footwear,Athletic Footwear
1249,Footwear,Under Armour,Under Armour Warp Speed,Footwear,Footwear,Athletic Footwear
1250,Footwear,Under Armour,Under Armour Micro G Pursuit,Footwear,Footwear,Athletic Footwear
1251,Footwear,Under Armour,Under Armour HOVR Apex 2,Footwear,Footwear,Athletic Footwear
1252,Footwear,Under Armour,Under Armour UA Clone HOVR,Footwear,Footwear,Athletic Footwear
1253,Footwear,Under Armour,Under Armour Stellar Tactical Boot,Footwear,Footwear,Athletic Footwear
1254,Footwear,Under Armour,Under Armour Valsetz RTS 1.5 Boots,Footwear,Footwear,Athletic Footwear
1255,Footwear,Under Armour,Under Armour Charged Bandit Trail,Footwear,Footwear,Athletic Footwear
1256,Footwear,Under Armour,Under Armour ClutchFit Drive 2,Footwear,Footwear,Athletic Footwear
1257,Footwear,Under Armour,Under Armour UA Highlight MC Football Cleats,Footwear,Footwear,Athletic Footwear
1258,Footwear,Under Armour,Under Armour SpeedForm Slingride,Footwear,Footwear,Athletic Footwear
1259,Footwear,Under Armour,Under Armour Playground 30 Basketball Shoes,Footwear,Footwear,Athletic Footwear
1260,Footwear,Converse (owned by Nike),Converse Chuck Taylor All Star High Top,Footwear,Footwear,Shoes - General Purpose
1261,Footwear,Converse (owned by Nike),Converse Chuck Taylor All Star Low Top,Footwear,Footwear,Shoes - General Purpose
1262,Footwear,Converse (owned by Nike),Converse Chuck 70 High Top,Footwear,Footwear,Shoes - General Purpose
1263,Footwear,Converse (owned by Nike),Converse Chuck 70 Low Top,Footwear,Footwear,Shoes - General Purpose
1264,Footwear,Converse (owned by Nike),Converse One Star,Footwear,Footwear,Shoes - General Purpose
1265,Footwear,Converse (owned by Nike),Converse Jack Purcell,Footwear,Footwear,Shoes - General Purpose
1266,Footwear,Converse (owned by Nike),Converse Pro Leather,Footwear,Footwear,Shoes - General Purpose
1267,Footwear,Converse (owned by Nike),Converse All Star Rubber,Footwear,Footwear,Shoes - General Purpose
1268,Footwear,Converse (owned by Nike),Converse CTAS Lift High Top,Footwear,Footwear,Shoes - General Purpose
1269,Footwear,Converse (owned by Nike),Converse CTAS Lift Low Top,Footwear,Footwear,Shoes - General Purpose
1270,Footwear,Converse (owned by Nike),Converse Run Star Hike High,Footwear,Footwear,Shoes - General Purpose
1271,Footwear,Converse (owned by Nike),Converse Run Star Hike Low,Footwear,Footwear,Shoes - General Purpose
1272,Footwear,Converse (owned by Nike),Converse Star Player,Footwear,Footwear,Shoes - General Purpose
1273,Footwear,Converse (owned by Nike),Converse Weapon,Footwear,Footwear,Shoes - General Purpose
1274,Footwear,Converse (owned by Nike),Converse Cons Louie Lopez Pro,Footwear,Footwear,Shoes - General Purpose
1275,Footwear,Converse (owned by Nike),Converse Cons Pro Leather,Footwear,Footwear,Shoes - General Purpose
1276,Footwear,Converse (owned by Nike),Converse X Fear of God Essentials,Footwear,Footwear,Shoes - General Purpose
1277,Footwear,Converse (owned by Nike),Converse X Off-White Chuck Taylor,Footwear,Footwear,Shoes - General Purpose
1278,Footwear,Converse (owned by Nike),Converse X Comme des GarâˆšÃŸons PLAY Chuck Taylor,Footwear,Footwear,Shoes - General Purpose
1279,Footwear,Converse (owned by Nike),Converse X A.C.G. Chuck Taylor,Footwear,Footwear,Shoes - General Purpose
1280,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Infallible Pro-Matte Foundation,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
1281,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris True Match Liquid Foundation,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
1282,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Voluminous Lash Paradise Mascara,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
1283,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Colorista Semi-Permanent Hair Color,Beauty/Personal Care/Hygiene,Hair Products,Hair Care Products
1284,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Revitalift Anti-Aging Serum,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
1285,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Pure-Clay Facial Mask,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
1286,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Age Perfect Radiant Serum Foundation,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
1287,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Brow Stylist Definer,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
1288,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Infallible 24HR Fresh Wear Foundation,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
1289,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Magic Root Cover Up,Beauty/Personal Care/Hygiene,Hair Products,Hair Care Products
1290,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Luminous Serum,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
1291,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Bambi Eye Mascara,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
1292,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Colour Riche Lipstick,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
1293,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Sublime Bronze Self-Tanning Lotion,Beauty/Personal Care/Hygiene,Skin Products,Skin Care
1294,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Paris Elvive Total Repair 5 Shampoo,Beauty/Personal Care/Hygiene,Hair Products,Hair Care Products
1295,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Elnett Satin Hairspray,Beauty/Personal Care/Hygiene,Hair Products,Hair Care Products
1296,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris True Match Lumi Glotion,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
1297,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Skin Paradise Tinted Moisturizer,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
1298,Cosmetics and Beauty Products,L'OrâˆšÂ©al,L'OrâˆšÂ©al Paris Infallible Pro-Glow Foundation,Beauty/Personal Care/Hygiene,Cosmetics/Fragrances,Cosmetic/MakeUp Products
